2026-03-26 10:30:35,morning,11.10
2026-03-26 10:31:39,morning,11.22
2026-03-26 10:32:43,morning,11.20
2026-03-26 10:33:46,morning,11.24
2026-03-26 10:34:48,morning,11.44
2026-03-26 10:35:51,morning,11.26
2026-03-26 10:36:55,morning,11.32
2026-03-26 10:38:00,morning,11.36
2026-03-26 10:39:03,morning,11.34
2026-03-26 10:40:06,morning,11.32
2026-03-26 10:41:08,morning,11.36
2026-03-26 10:42:11,morning,11.40
2026-03-26 10:43:14,morning,11.29
2026-03-26 10:44:18,morning,11.21
2026-03-26 10:45:20,morning,11.15
2026-03-26 10:46:22,morning,11.16
2026-03-26 10:47:27,morning,11.15
2026-03-26 10:48:31,morning,11.15
2026-03-26 10:49:36,morning,11.12
2026-03-26 10:50:40,morning,11.11
2026-03-26 10:51:43,morning,11.06
2026-03-26 10:52:47,morning,11.08
2026-03-26 10:53:49,morning,11.11
2026-03-26 10:54:52,morning,11.05
2026-03-26 10:55:57,morning,11.06
2026-03-26 10:56:59,morning,11.12
2026-03-26 10:58:01,morning,11.12
2026-03-26 10:59:05,morning,11.14
2026-03-26 15:30:26,afternoon,10.83
2026-03-26 15:31:29,afternoon,10.78
2026-03-26 15:32:30,afternoon,10.79
2026-03-26 15:33:33,afternoon,10.78
2026-03-26 15:34:34,afternoon,10.81
2026-03-26 15:35:37,afternoon,10.80
2026-03-26 15:36:40,afternoon,10.81
2026-03-26 15:37:41,afternoon,10.80
2026-03-26 15:38:44,afternoon,10.78
2026-03-26 15:39:48,afternoon,10.78
2026-03-26 15:40:52,afternoon,10.79
2026-03-26 15:41:55,afternoon,10.79
2026-03-26 15:42:58,afternoon,10.79
2026-03-26 15:44:02,afternoon,10.79
2026-03-26 15:45:05,afternoon,10.77
2026-03-26 15:46:09,afternoon,10.78
2026-03-26 15:47:13,afternoon,10.78
2026-03-26 15:48:17,afternoon,10.77
2026-03-26 15:49:21,afternoon,10.78
