2026-03-21 10:30:03,morning,10.41
2026-03-21 10:30:04,morning,10.41
2026-03-21 10:31:04,morning,10.41
2026-03-21 10:31:05,morning,10.41
2026-03-21 10:32:04,morning,10.41
2026-03-21 10:32:05,morning,10.41
2026-03-21 10:33:05,morning,10.41
2026-03-21 10:33:06,morning,10.41
2026-03-21 10:34:05,morning,10.41
2026-03-21 10:34:06,morning,10.41
2026-03-21 10:35:06,morning,10.41
2026-03-21 10:35:07,morning,10.41
2026-03-21 10:36:06,morning,10.41
2026-03-21 10:36:07,morning,10.41
2026-03-21 10:37:07,morning,10.41
2026-03-21 10:37:07,morning,10.41
2026-03-21 10:38:07,morning,10.41
2026-03-21 10:38:08,morning,10.41
2026-03-21 10:39:08,morning,10.41
2026-03-21 10:39:08,morning,10.41
2026-03-21 10:40:08,morning,10.41
2026-03-21 10:40:09,morning,10.41
2026-03-21 10:41:09,morning,10.41
2026-03-21 10:41:09,morning,10.41
2026-03-21 10:42:09,morning,10.41
2026-03-21 10:42:10,morning,10.41
2026-03-21 10:43:09,morning,10.41
2026-03-21 10:43:10,morning,10.41
2026-03-21 10:44:10,morning,10.41
2026-03-21 10:44:11,morning,10.41
2026-03-21 10:45:10,morning,10.41
2026-03-21 10:45:11,morning,10.41
2026-03-21 10:46:11,morning,10.41
2026-03-21 10:46:11,morning,10.41
2026-03-21 10:47:11,morning,10.41
2026-03-21 10:47:12,morning,10.41
2026-03-21 10:48:12,morning,10.41
2026-03-21 10:48:12,morning,10.41
2026-03-21 10:49:12,morning,10.41
2026-03-21 10:49:13,morning,10.41
2026-03-21 10:50:13,morning,10.41
2026-03-21 10:50:13,morning,10.41
2026-03-21 10:51:13,morning,10.41
2026-03-21 10:51:14,morning,10.41
2026-03-21 10:52:14,morning,10.41
2026-03-21 10:52:14,morning,10.41
2026-03-21 10:53:14,morning,10.41
2026-03-21 10:53:15,morning,10.41
2026-03-21 10:54:15,morning,10.41
2026-03-21 10:54:15,morning,10.41
2026-03-21 10:55:15,morning,10.41
2026-03-21 10:55:16,morning,10.41
2026-03-21 10:56:15,morning,10.41
2026-03-21 10:56:16,morning,10.41
2026-03-21 10:57:16,morning,10.41
2026-03-21 10:57:16,morning,10.41
2026-03-21 10:58:16,morning,10.41
2026-03-21 10:58:17,morning,10.41
2026-03-21 10:59:17,morning,10.41
2026-03-21 10:59:17,morning,10.41
